product_name,cat,subcat,,
Adidas Black Sport Shoes For Men (Size: 10),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Black Sport Shoes For Men (Size: 10),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Brown Cargo Shoes (Size: 7),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Deodorants For Men - Combo Pack Of 4 - Assorted Flavours,Beauty Products and Personal Care,Beauty Products and Personal Care->Deodrants and Fragrances,,
Adidas Dynamic Pulse & Pure Game Deodorant for Men-150ml Each,Beauty Products and Personal Care,Beauty Products and Personal Care->Deodrants and Fragrances,,
Adidas Esta Sandals,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Men Purple Prime Training T-shirt:Tshirts,Sports and Outdoors,Sports and Outdoors->Sports Clothing,,
Adidas Men White Isolation 2 M Basketball Shoes:Sports Shoes,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Men White Yago Sports Shoes:Sports Shoes,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas Wallet,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Adidas White And Black 22 Yds Trainer Men Sports Shoes (Size: 10),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Afficher Blue-Green-Red Pack of 3 Chinos CH119,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Aimil Amycordial Syrup (200 Ml) - Combo Of 4 Bottles,Grocery and Gourmet Food,,,
Airnet Yellow Emergency Light,Electronics and Appliances,,,
Aishwarya designer golden saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Aislin 3026b Black Bar Aviator (Fragility: TRUE  Size: Medium),"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Akc 3 Months Warranty Sony Vaio Laptop New Cpu Cooling Fan Vgn-cs Series Laptops,Computers and Laptops,Computers and Laptops->Laptop,,
Alfa Chatter Premium Light weight Padded Jacket with Polyfill (Size: 10 Years),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
"Aliza Stylized Tee-Navy-Amparo Blue(39531)|YPM,Yepme Black Watch(39081)|YPM,Abylene Stylized Tee-Light Grey Melange-Purple(39520)|YPM,","Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
"Alko Plus Safety Shoe, Low - Ankle Type, APS 551, Steel Toe, Size: 9",Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
ALLEN 1.5m Black VGA Cable for Monitor  LCD and HD TV,Electronics and Appliances,Electronics and Appliances->TV,,
Alpha Man Sikkhi Kada For Men,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Jewellery",,
Aluminium Aluma Wallet ID Credit Business Card Purse Holder Safety Silver,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Alvaro Castagnino Gray$White Micro Fiber Men Set of 3 Gift Set,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
"Alvaro Castagnino Women Sunglasses ASG130:Sunglasses,Jewelz Gold-Toned Drop Earrings:Earrings","Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Amaze Mobile Flip Cover for Asus Zenfone 5 A501CG,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
A-maze Purple Multiple Saree Cover And Blouse Cover - Combo Of 5,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
A-Maze Purple Satin Blouse Cover - Upto 15 Pcs,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Ambic Nav Paurush Capsules 15 Caps & 15 Tablets x 4 Strip- Pack Of 4,Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Ambrane 7 inch Tablet Combo(Tab Keyboard/USB Optical Mouse/Tab AK 7000/2 Back Cover) with 8GB card,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane 7 inch Tablet Combo(Tab Keyboard/USB Optical Mouse/Tab AK 7000/2 Back Cover) with 8GB card,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane A3-7 Plus 3G Calling Android Tablet - White,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane A707,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane A-707 Android Tablet - White,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane Combo Of White P-1000 Star(10400mah) Power Bank And Black 2200mah Power Bank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Ambrane P-1000 (STAR) 10400 mAh Power Bank (Made in India) With Samsung Lithium ion cells (Color: Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Ambrane P-26 2600mAh White with Original Samsung Cells,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
American Crew Men's Necktie Black Paisley Pure Micro,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
American Diamond Studded Wrist Bracelet Cum Watch - Women,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
American Dry Fruits Kaju Katli In Mithai Box Net Wt 250gms,Grocery and Gourmet Food,,,
American Tourister Brown Traveller Wallet For Men,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
American Tourister Stream Alfa Cabin Luggage - 21.7 inch,"Handbags, Bags and Luggage",,,
Amora Designer Menswear Kurta & Churidhar Set - White,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Amore Reading Teddy Laptop Skin,Computers and Laptops,Computers and Laptops->Computer Accessories,,
Amway Nutrilite Daily (120 Tablet),Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Daily (120 Tablet),Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Fiber - 200 Gm,Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Fiber (200 gm) | Amway Nutrilite Fiber (200 gm),Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Protein Powder - Family Pack Of 1 Kg,Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Protein Powder (500gms),Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amway Nutrilite Salmon Omega 3 (60 Softgels),Health and Wellness,Health and Wellness->Protein and Health Supplements,,
Amy Bob Marley Men's Wallet,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Amy Hundered Doller Pattern Men's Wallet,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Amyra Lifestyle Black Black Silver Titanium Leather Bracelet,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Jewellery",,
Amzer 86149 Luxe Argyle Skin Case - Smoke Grey for iPhone 3G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Amzer 93944 Soft Gel TPU Gloss Skin Case - White for Nokia 808 PureView,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Amzer 97230 Screen Guard for Mi3,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Amzer Back Cover for Moto G (2nd Gen),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Anchor Bracelets,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Jewellery",,
Aoito Classic Golden Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Apple iPad Air 16 GB Wifi + Cellular (Silver),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Apple iPad Air 32 GB Wifi +Cellular (Space Gray),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Apple iPhone 4 Smartphone (32gb White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (Black),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (Black),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (Black),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4S 8 GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (White),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (White),Apple iPhone 4S 8 GB (White)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Apple iPhone 4S 8 GB (White),Apple iPhone 4S 8 GB (White)","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 4s 8GB Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple Iphone 4S-16GB-White,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5 5S Wallet Flip Cover Case Black Trendy Designed By PTron,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Apple Iphone 5 Earphone With Remote  amp  Mic Orginal Sound,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
Apple iPhone 5C 8 GB (Blue),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5C 8GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5C 8GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5C 8GB (White),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iphone 5c 8gb green,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5G 5S Transparent Basketball With Apple Logo Back Cover Case,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Apple iPhone 5S 16 GB (Gold),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
